Nivel,NOMBRE,Year,SEMANA_REGISTRO,Calidad,Venta técnico,Productividad,Consumo de materiales,Positiva,Tarjetas,Year_Semana,TarjetasTotales
DISTRITO,PUERTO VALLARTA,2022,19,0,0,0,0,3,0,2022-19,0
DISTRITO,QUERETARO SANTIAGO,2022,19,0,1,0,0,0,0,2022-19,0
DISTRITO,ACAPULCO,2022,19,0,0,0,0,3,0,2022-19,0
DISTRITO,CANCUN,2022,19,0,4,3,0,12,0,2022-19,1
DISTRITO,COATZA / MINA,2022,19,3,0,0,0,1,1,2022-19,0
DISTRITO,CORDOBA / ORIZABA,2022,19,1,6,1,2,2,0,2022-19,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,19,5,1,0,0,3,0,2022-19,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,19,2,1,0,0,4,0,2022-19,0
DISTRITO,MERIDA NORTE,2022,19,1,1,1,0,6,0,2022-19,2
DISTRITO,MERIDA SUR,2022,19,0,2,0,0,1,0,2022-19,1
DISTRITO,PACHUCA,2022,19,6,1,1,0,4,1,2022-19,0
DISTRITO,POZA RICA,2022,19,2,0,1,0,3,0,2022-19,0
DISTRITO,PUE ANGELOPOLIS,2022,19,3,4,0,0,9,0,2022-19,0
DISTRITO,PUE LA NORIA,2022,19,1,0,0,0,8,0,2022-19,3
DISTRITO,PUE LORETO,2022,19,4,2,0,0,3,1,2022-19,0
DISTRITO,TUXTLA,2022,19,0,0,1,0,7,0,2022-19,0
DISTRITO,VERACRUZ,2022,19,8,0,4,0,6,0,2022-19,0
DISTRITO,VILLAHERMOSA,2022,19,2,0,1,1,5,0,2022-19,0
DISTRITO,XALAPA,2022,19,0,1,2,1,8,1,2022-19,0
DISTRITO,AEROPUERTO,2022,20,1,5,0,0,4,0,2022-20,2
DISTRITO,ARAGON,2022,20,2,3,3,0,10,0,2022-20,2
DISTRITO,AZCAPOTZALCO,2022,20,0,4,2,0,10,0,2022-20,3
DISTRITO,CENTRO HISTORICO,2022,20,0,0,0,0,1,0,2022-20,0
DISTRITO,CHALCO,2022,20,0,6,4,0,5,0,2022-20,0
DISTRITO,COACALCO,2022,20,1,0,5,0,10,0,2022-20,2
DISTRITO,CONDESA,2022,20,1,0,0,0,0,1,2022-20,0
DISTRITO,CONSTITUCION,2022,20,6,7,1,0,4,5,2022-20,1
DISTRITO,ECATEPEC,2022,20,1,6,5,0,9,0,2022-20,0
DISTRITO,GUADALUPE TEPEYAC,2022,20,4,2,1,0,2,2,2022-20,2
DISTRITO,HUEHUETOCA,2022,20,3,1,3,1,2,0,2022-20,0
DISTRITO,IZTAPALAPA,2022,20,1,4,0,0,4,0,2022-20,0
DISTRITO,LAS AGUILAS,2022,20,0,0,1,0,5,0,2022-20,0
DISTRITO,LOS REYES,2022,20,4,1,2,0,2,0,2022-20,0
DISTRITO,NAUCALPAN,2022,20,3,2,2,0,5,0,2022-20,0
DISTRITO,NEZA 1,2022,20,4,3,1,1,4,0,2022-20,0
DISTRITO,NEZA 2,2022,20,7,0,0,0,4,0,2022-20,0
DISTRITO,NICOLAS ROMERO,2022,20,1,7,1,0,3,0,2022-20,2
DISTRITO,OJO DE AGUA,2022,20,0,1,1,0,6,0,2022-20,0
DISTRITO,PEDREGAL,2022,20,0,1,0,0,5,0,2022-20,1
DISTRITO,POLANCO,2022,20,1,0,4,0,4,0,2022-20,2
DISTRITO,PORTALES,2022,20,1,0,2,0,8,0,2022-20,3
DISTRITO,SANTA FE,2022,20,2,0,1,0,8,0,2022-20,0
DISTRITO,SATELITE,2022,20,2,0,2,0,5,1,2022-20,2
DISTRITO,TECAMAC,2022,20,0,1,2,0,7,0,2022-20,0
DISTRITO,TEXCOCO,2022,20,2,0,0,0,7,0,2022-20,0
DISTRITO,TLALNEPANTLA,2022,20,0,0,0,0,3,0,2022-20,0
DISTRITO,TLALPAN,2022,20,3,0,0,0,15,1,2022-20,1
DISTRITO,TULTEPEC,2022,20,1,1,5,0,8,0,2022-20,3
DISTRITO,TULTITLAN,2022,20,3,5,1,0,4,1,2022-20,4
DISTRITO,XOCHIMILCO,2022,20,2,3,2,0,0,0,2022-20,0
DISTRITO,TOL LERMA SAN MATEO,2022,20,1,3,2,0,10,0,2022-20,2
DISTRITO,TOL METEPEC,2022,20,2,0,1,0,5,0,2022-20,0
DISTRITO,TOL SAN CARLOS,2022,20,1,0,0,0,3,0,2022-20,1
DISTRITO,CHIHUAHUA CUMBRES,2022,20,0,0,0,0,2,0,2022-20,0
DISTRITO,JUAREZ NORTE,2022,20,0,0,1,0,1,1,2022-20,7
DISTRITO,JUAREZ SUR,2022,20,0,0,0,0,3,0,2022-20,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,20,3,0,1,0,4,0,2022-20,0
DISTRITO,CIUDAD VICTORIA,2022,20,2,0,0,0,0,0,2022-20,0
DISTRITO,CULIACAN,2022,20,2,0,1,0,3,0,2022-20,0
DISTRITO,LA LAGUNA GOMEZ,2022,20,3,2,0,0,4,0,2022-20,0
DISTRITO,LA LAGUNA TORREON,2022,20,0,0,0,0,9,0,2022-20,0
DISTRITO,MATAMOROS,2022,20,3,5,4,0,4,0,2022-20,0
DISTRITO,MAZATLAN,2022,20,0,0,0,0,4,0,2022-20,0
DISTRITO,MTY AEROPUERTO,2022,20,1,0,0,0,0,0,2022-20,0
DISTRITO,MTY CARRETERA NACIONAL,2022,20,0,2,4,0,2,1,2022-20,1
DISTRITO,MTY CERRO DE LA SILLA,2022,20,4,2,2,0,2,1,2022-20,0
DISTRITO,MTY GARCIA,2022,20,0,1,1,0,0,0,2022-20,2
DISTRITO,MTY MITRAS,2022,20,0,0,1,0,4,0,2022-20,2
DISTRITO,MTY SANTA LUCIA,2022,20,0,0,1,0,17,5,2022-20,0
DISTRITO,MTY SENDERO DIVISORIO,2022,20,0,0,3,0,13,1,2022-20,1
DISTRITO,MTY SIERRA MADRE,2022,20,2,2,0,0,3,2,2022-20,6
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,2022,20,1,1,1,0,3,0,2022-20,0
DISTRITO,REYNOSA,2022,20,2,0,1,1,0,1,2022-20,0
DISTRITO,SALTILLO,2022,20,2,3,3,0,7,0,2022-20,4
DISTRITO,SAN LUIS POTOSI ORIENTE,2022,20,0,1,0,0,2,0,2022-20,1
DISTRITO,SAN LUIS POTOSI PONIENTE,2022,20,0,0,3,1,0,0,2022-20,3
DISTRITO,TAMPICO,2022,20,0,1,1,0,2,0,2022-20,4
DISTRITO,TIJ RIO,2022,20,0,0,4,0,2,2,2022-20,3
DISTRITO,AGUASCALIENTES,2022,20,2,2,2,1,2,0,2022-20,0
DISTRITO,CELAYA,2022,20,3,0,1,0,2,0,2022-20,0
DISTRITO,GDL BARRANCA,2022,20,0,2,0,0,1,0,2022-20,0
DISTRITO,GDL CHAPULTEPEC,2022,20,1,2,2,0,6,0,2022-20,2
DISTRITO,GDL COLOMOS,2022,20,0,1,0,0,3,1,2022-20,3
DISTRITO,GDL EL TAPATIO,2022,20,0,0,0,0,1,0,2022-20,2
DISTRITO,GDL LA PRIMAVERA,2022,20,1,1,0,0,4,0,2022-20,2
DISTRITO,GDL LAZARO CARDENAS,2022,20,0,0,0,0,1,0,2022-20,6
DISTRITO,GDL LOPEZ MATEOS,2022,20,1,1,0,0,9,0,2022-20,5
DISTRITO,IRAPUATO,2022,20,3,1,1,0,5,0,2022-20,0
DISTRITO,CERRO GORDO,2022,20,0,0,10,2,6,1,2022-20,0
DISTRITO,DELTA,2022,20,4,0,1,0,4,1,2022-20,1
DISTRITO,MORELIA,2022,20,0,0,0,0,6,0,2022-20,0
DISTRITO,PUERTO VALLARTA,2022,20,0,1,2,0,6,0,2022-20,0
DISTRITO,QUERETARO CORREGIDORA,2022,20,0,0,0,0,1,0,2022-20,0
DISTRITO,QUERETARO SANTIAGO,2022,20,2,0,0,0,0,0,2022-20,1
DISTRITO,ACAPULCO,2022,20,0,0,1,0,5,0,2022-20,0
DISTRITO,CANCUN,2022,20,2,0,6,0,10,1,2022-20,2
DISTRITO,COATZA / MINA,2022,20,2,0,1,0,1,0,2022-20,0
DISTRITO,CORDOBA / ORIZABA,2022,20,0,4,2,2,4,0,2022-20,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,20,1,0,0,0,8,0,2022-20,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,20,2,2,0,0,3,0,2022-20,0
DISTRITO,MERIDA NORTE,2022,20,0,2,2,0,5,1,2022-20,0
DISTRITO,MERIDA SUR,2022,20,2,0,3,0,9,1,2022-20,0
DISTRITO,PACHUCA,2022,20,0,3,1,1,4,0,2022-20,0
DISTRITO,POZA RICA,2022,20,0,1,1,1,3,0,2022-20,0
DISTRITO,PUE ANGELOPOLIS,2022,20,1,5,2,0,7,0,2022-20,0
DISTRITO,PUE LA NORIA,2022,20,1,0,1,0,8,0,2022-20,2
DISTRITO,PUE LORETO,2022,20,4,3,0,0,2,0,2022-20,0
DISTRITO,TUXTLA,2022,20,0,0,2,0,7,0,2022-20,0
DISTRITO,VERACRUZ,2022,20,9,0,4,0,2,0,2022-20,2
DISTRITO,VILLAHERMOSA,2022,20,2,0,1,2,3,0,2022-20,0
DISTRITO,XALAPA,2022,20,2,0,1,1,8,0,2022-20,0
DISTRITO,AEROPUERTO,2022,21,0,2,2,0,9,1,2022-21,0
DISTRITO,ARAGON,2022,21,4,1,4,1,8,1,2022-21,0
DISTRITO,AZCAPOTZALCO,2022,21,1,4,2,0,12,2,2022-21,1
DISTRITO,CENTRO HISTORICO,2022,21,2,0,0,0,6,0,2022-21,0
DISTRITO,CHALCO,2022,21,3,2,3,0,4,0,2022-21,1
DISTRITO,COACALCO,2022,21,1,0,3,0,10,0,2022-21,0
DISTRITO,CONDESA,2022,21,0,0,0,0,3,0,2022-21,0
DISTRITO,CONSTITUCION,2022,21,2,9,4,0,3,0,2022-21,2
DISTRITO,ECATEPEC,2022,21,0,3,1,0,17,0,2022-21,1
DISTRITO,GUADALUPE TEPEYAC,2022,21,3,5,0,0,4,2,2022-21,2
DISTRITO,HUEHUETOCA,2022,21,3,1,2,1,2,0,2022-21,0
DISTRITO,IZTAPALAPA,2022,21,0,0,0,0,9,0,2022-21,2
DISTRITO,LAS AGUILAS,2022,21,0,0,2,0,4,0,2022-21,0
DISTRITO,LOS REYES,2022,21,6,1,0,0,2,0,2022-21,0
DISTRITO,NAUCALPAN,2022,21,3,2,2,0,6,0,2022-21,0
DISTRITO,NEZA 1,2022,21,1,1,3,1,6,0,2022-21,1
DISTRITO,NEZA 2,2022,21,4,1,2,1,3,0,2022-21,1
DISTRITO,NICOLAS ROMERO,2022,21,5,3,0,1,3,2,2022-21,0
DISTRITO,OJO DE AGUA,2022,21,0,0,2,0,7,0,2022-21,0
DISTRITO,PEDREGAL,2022,21,0,0,3,0,6,0,2022-21,1
DISTRITO,POLANCO,2022,21,2,0,2,0,6,0,2022-21,0
DISTRITO,PORTALES,2022,21,3,0,3,0,6,0,2022-21,0
DISTRITO,SANTA FE,2022,21,1,1,0,1,12,0,2022-21,0
DISTRITO,SATELITE,2022,21,4,0,1,0,4,2,2022-21,0
DISTRITO,TECAMAC,2022,21,0,0,2,0,7,0,2022-21,0
DISTRITO,TEXCOCO,2022,21,1,0,1,0,7,0,2022-21,0
DISTRITO,TLALNEPANTLA,2022,21,0,1,0,0,5,0,2022-21,0
DISTRITO,TLALPAN,2022,21,1,1,1,0,13,0,2022-21,0
DISTRITO,TULTEPEC,2022,21,0,3,3,0,10,1,2022-21,3
DISTRITO,TULTITLAN,2022,21,2,0,3,0,6,0,2022-21,2
DISTRITO,XOCHIMILCO,2022,21,1,4,3,0,5,0,2022-21,0
DISTRITO,TOL LERMA SAN MATEO,2022,21,1,4,6,0,6,1,2022-21,3
DISTRITO,TOL METEPEC,2022,21,0,0,4,0,9,0,2022-21,0
DISTRITO,TOL SAN CARLOS,2022,21,0,1,1,0,4,0,2022-21,2
DISTRITO,CHIHUAHUA CUMBRES,2022,21,0,0,0,0,2,0,2022-21,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,21,0,0,1,0,1,0,2022-21,0
DISTRITO,JUAREZ NORTE,2022,21,4,0,3,0,0,0,2022-21,10
DISTRITO,JUAREZ SUR,2022,21,3,2,4,1,13,0,2022-21,1
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,21,3,1,2,1,5,0,2022-21,0
DISTRITO,CIUDAD VICTORIA,2022,21,0,1,0,0,3,0,2022-21,0
DISTRITO,CULIACAN,2022,21,3,0,1,0,3,0,2022-21,2
DISTRITO,LA LAGUNA GOMEZ,2022,21,0,0,2,0,7,0,2022-21,0
DISTRITO,LA LAGUNA TORREON,2022,21,3,0,0,0,6,0,2022-21,0
DISTRITO,MATAMOROS,2022,21,1,2,4,1,6,0,2022-21,0
DISTRITO,MAZATLAN,2022,21,0,1,0,0,3,0,2022-21,0
DISTRITO,MTY AEROPUERTO,2022,21,0,0,1,0,0,0,2022-21,1
DISTRITO,MTY CARRETERA NACIONAL,2022,21,3,3,3,0,0,0,2022-21,2
DISTRITO,MTY CERRO DE LA SILLA,2022,21,1,2,3,0,9,0,2022-21,0
DISTRITO,MTY GARCIA,2022,21,0,0,2,0,0,0,2022-21,1
DISTRITO,MTY MITRAS,2022,21,0,2,2,0,2,0,2022-21,1
DISTRITO,MTY SANTA LUCIA,2022,21,0,0,0,0,16,0,2022-21,2
DISTRITO,MTY SENDERO DIVISORIO,2022,21,0,0,3,0,13,1,2022-21,0
DISTRITO,MTY SIERRA MADRE,2022,21,4,2,0,0,0,1,2022-21,1
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,2022,21,1,1,1,0,3,0,2022-21,0
DISTRITO,REYNOSA,2022,21,1,0,2,0,1,0,2022-21,0
DISTRITO,SALTILLO,2022,21,1,1,6,0,7,0,2022-21,2
DISTRITO,SAN LUIS POTOSI ORIENTE,2022,21,1,4,1,0,9,0,2022-21,3
DISTRITO,SAN LUIS POTOSI PONIENTE,2022,21,0,1,0,0,2,0,2022-21,2
DISTRITO,TAMPICO,2022,21,0,1,1,0,1,0,2022-21,0
DISTRITO,TIJ PLAYAS,2022,21,0,0,0,0,1,0,2022-21,0
DISTRITO,TIJ RIO,2022,21,2,0,4,0,7,0,2022-21,3
DISTRITO,AGUASCALIENTES,2022,21,0,5,2,0,2,0,2022-21,0
DISTRITO,GDL BARRANCA,2022,21,0,2,5,0,3,0,2022-21,0
DISTRITO,GDL CHAPULTEPEC,2022,21,2,7,0,0,7,1,2022-21,1
DISTRITO,GDL COLOMOS,2022,21,1,1,0,0,4,2,2022-21,1
DISTRITO,GDL EL TAPATIO,2022,21,0,0,0,0,1,0,2022-21,0
DISTRITO,GDL ESTADIO,2022,21,1,3,4,0,6,1,2022-21,1
DISTRITO,GDL LA PRIMAVERA,2022,21,1,0,1,0,8,0,2022-21,2
DISTRITO,GDL LAZARO CARDENAS,2022,21,1,0,0,0,4,1,2022-21,8
DISTRITO,GDL LOPEZ MATEOS,2022,21,0,0,2,0,17,0,2022-21,6
DISTRITO,GUANAJUATO,2022,21,0,0,1,0,0,0,2022-21,0
DISTRITO,IRAPUATO,2022,21,1,0,1,0,8,0,2022-21,0
DISTRITO,CERRO GORDO,2022,21,4,1,9,0,7,0,2022-21,2
DISTRITO,DELTA,2022,21,1,0,1,0,7,1,2022-21,2
DISTRITO,MORELIA,2022,21,0,1,0,0,5,0,2022-21,0
DISTRITO,PUERTO VALLARTA,2022,21,1,0,4,0,3,0,2022-21,0
DISTRITO,QUERETARO CORREGIDORA,2022,21,0,0,1,0,2,0,2022-21,0
DISTRITO,QUERETARO SANTIAGO,2022,21,2,0,0,0,0,0,2022-21,1
DISTRITO,ACAPULCO,2022,21,0,0,0,0,4,0,2022-21,0
DISTRITO,CANCUN,2022,21,2,1,3,0,15,0,2022-21,1
DISTRITO,COATZA / MINA,2022,21,1,3,0,0,0,0,2022-21,0
DISTRITO,CORDOBA / ORIZABA,2022,21,1,3,2,0,6,0,2022-21,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,21,2,3,0,0,4,0,2022-21,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,21,3,1,0,0,3,0,2022-21,0
DISTRITO,MERIDA NORTE,2022,21,1,2,3,0,3,0,2022-21,0
DISTRITO,MERIDA SUR,2022,21,4,1,2,0,5,0,2022-21,1
DISTRITO,PACHUCA,2022,21,0,1,1,0,11,0,2022-21,0
DISTRITO,POZA RICA,2022,21,0,1,2,0,3,0,2022-21,0
DISTRITO,PUE ANGELOPOLIS,2022,21,1,3,2,0,9,0,2022-21,0
DISTRITO,PUE LA NORIA,2022,21,3,1,1,0,5,1,2022-21,1
DISTRITO,PUE LORETO,2022,21,1,3,0,0,6,0,2022-21,0
DISTRITO,TUXTLA,2022,21,1,0,5,0,3,0,2022-21,4
DISTRITO,VERACRUZ,2022,21,5,0,7,2,5,0,2022-21,2
DISTRITO,VILLAHERMOSA,2022,21,1,0,1,1,6,0,2022-21,0
DISTRITO,XALAPA,2022,21,2,1,2,0,7,0,2022-21,0
DISTRITO,AEROPUERTO,2022,22,2,0,3,0,4,0,2022-22,1
DISTRITO,ARAGON,2022,22,2,3,5,0,8,0,2022-22,1
DISTRITO,AZCAPOTZALCO,2022,22,2,1,6,0,10,0,2022-22,0
DISTRITO,CENTRO HISTORICO,2022,22,0,0,1,0,8,0,2022-22,2
DISTRITO,CHALCO,2022,22,2,0,6,0,4,0,2022-22,0
DISTRITO,COACALCO,2022,22,2,0,2,0,9,0,2022-22,1
DISTRITO,CONDESA,2022,22,0,0,3,0,12,0,2022-22,0
DISTRITO,CONSTITUCION,2022,22,3,3,2,2,8,2,2022-22,2
DISTRITO,ECATEPEC,2022,22,2,0,0,0,20,0,2022-22,0
DISTRITO,GUADALUPE TEPEYAC,2022,22,1,3,0,0,6,2,2022-22,4
DISTRITO,HUEHUETOCA,2022,22,6,0,2,0,3,0,2022-22,0
DISTRITO,IZTAPALAPA,2022,22,3,1,1,0,7,1,2022-22,2
DISTRITO,LAS AGUILAS,2022,22,0,0,1,0,9,0,2022-22,0
DISTRITO,LOS REYES,2022,22,3,2,1,0,2,0,2022-22,0
DISTRITO,NAUCALPAN,2022,22,1,2,1,1,7,0,2022-22,0
DISTRITO,NEZA 1,2022,22,0,5,1,2,4,0,2022-22,0
DISTRITO,NEZA 2,2022,22,5,3,0,0,4,1,2022-22,0
DISTRITO,NICOLAS ROMERO,2022,22,2,4,2,0,4,0,2022-22,0
DISTRITO,OJO DE AGUA,2022,22,0,0,1,0,8,0,2022-22,0
DISTRITO,PEDREGAL,2022,22,0,0,1,0,8,0,2022-22,0
DISTRITO,POLANCO,2022,22,1,1,2,1,4,0,2022-22,2
DISTRITO,PORTALES,2022,22,3,0,2,0,7,0,2022-22,0
DISTRITO,SANTA FE,2022,22,2,0,4,0,10,0,2022-22,0
DISTRITO,SATELITE,2022,22,2,1,1,0,6,0,2022-22,1
DISTRITO,TECAMAC,2022,22,2,0,0,0,8,0,2022-22,1
DISTRITO,TEXCOCO,2022,22,2,0,0,0,7,0,2022-22,0
DISTRITO,TLALNEPANTLA,2022,22,0,3,0,0,1,0,2022-22,0
DISTRITO,TLALPAN,2022,22,3,0,1,0,12,0,2022-22,1
DISTRITO,TULTEPEC,2022,22,0,2,4,0,9,0,2022-22,1
DISTRITO,TULTITLAN,2022,22,0,4,0,0,6,0,2022-22,4
DISTRITO,XOCHIMILCO,2022,22,0,5,1,0,10,0,2022-22,0
DISTRITO,TOL LERMA SAN MATEO,2022,22,1,1,3,0,13,1,2022-22,2
DISTRITO,TOL METEPEC,2022,22,0,1,10,0,7,0,2022-22,0
DISTRITO,TOL SAN CARLOS,2022,22,2,1,3,0,8,1,2022-22,0
DISTRITO,CHIHUAHUA CUMBRES,2022,22,0,1,0,0,1,0,2022-22,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,22,1,0,1,0,1,0,2022-22,0
DISTRITO,JUAREZ NORTE,2022,22,1,0,5,0,0,0,2022-22,4
DISTRITO,JUAREZ SUR,2022,22,1,2,2,0,7,0,2022-22,3
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,22,4,1,2,1,6,0,2022-22,0
DISTRITO,CIUDAD VICTORIA,2022,22,0,0,0,0,2,0,2022-22,0
DISTRITO,CULIACAN,2022,22,4,0,0,0,1,0,2022-22,2
DISTRITO,LOS MOCHIS,2022,22,0,0,1,0,2,0,2022-22,0
DISTRITO,HERMOSILLO,2022,22,0,2,0,0,1,0,2022-22,0
DISTRITO,LA LAGUNA GOMEZ,2022,22,2,0,0,0,7,0,2022-22,0
DISTRITO,LA LAGUNA TORREON,2022,22,1,1,0,1,7,0,2022-22,0
DISTRITO,MATAMOROS,2022,22,2,0,4,1,6,0,2022-22,0
DISTRITO,MAZATLAN,2022,22,0,0,0,0,5,0,2022-22,0
DISTRITO,MEXICALI,2022,22,5,1,1,0,4,0,2022-22,0
DISTRITO,MTY AEROPUERTO,2022,22,0,0,1,0,3,0,2022-22,0
DISTRITO,MTY CARRETERA NACIONAL,2022,22,1,1,1,3,2,0,2022-22,1
DISTRITO,MTY CERRO DE LA SILLA,2022,22,0,2,0,1,9,0,2022-22,0
DISTRITO,MTY GARCIA,2022,22,0,0,0,0,4,0,2022-22,1
DISTRITO,MTY MITRAS,2022,22,1,1,1,1,3,0,2022-22,2
DISTRITO,MTY SANTA LUCIA,2022,22,0,1,0,0,12,0,2022-22,1
DISTRITO,MTY SENDERO DIVISORIO,2022,22,0,0,0,0,2,0,2022-22,2
DISTRITO,MTY SIERRA MADRE,2022,22,2,1,1,1,3,0,2022-22,2
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,2022,22,0,1,0,0,3,0,2022-22,0
DISTRITO,REYNOSA,2022,22,0,0,1,2,3,0,2022-22,0
DISTRITO,SALTILLO,2022,22,3,2,2,2,7,1,2022-22,0
DISTRITO,SAN LUIS POTOSI ORIENTE,2022,22,1,1,2,0,7,1,2022-22,2
DISTRITO,SAN LUIS POTOSI PONIENTE,2022,22,0,1,0,1,3,0,2022-22,2
DISTRITO,TAMPICO,2022,22,0,1,1,0,1,0,2022-22,0
DISTRITO,TIJ RIO,2022,22,0,2,2,0,6,1,2022-22,4
DISTRITO,TIJ TECATE,2022,22,3,1,7,0,2,0,2022-22,2
DISTRITO,AGUASCALIENTES,2022,22,1,2,4,0,1,0,2022-22,0
DISTRITO,CELAYA,2022,22,2,0,2,0,2,1,2022-22,2
DISTRITO,COLIMA / MANZANILLO,2022,22,1,0,4,0,1,0,2022-22,0
DISTRITO,GDL BARRANCA,2022,22,1,4,1,0,3,0,2022-22,1
DISTRITO,GDL CHAPULTEPEC,2022,22,2,5,2,0,7,0,2022-22,1
DISTRITO,GDL COLOMOS,2022,22,2,1,2,0,6,0,2022-22,4
DISTRITO,GDL EL TAPATIO,2022,22,0,0,0,0,1,0,2022-22,1
DISTRITO,GDL ESTADIO,2022,22,0,6,2,0,11,0,2022-22,0
DISTRITO,GDL LA PRIMAVERA,2022,22,0,0,2,0,5,0,2022-22,2
DISTRITO,GDL LAZARO CARDENAS,2022,22,0,1,0,0,4,0,2022-22,9
DISTRITO,GDL LOPEZ MATEOS,2022,22,1,6,0,0,13,0,2022-22,7
DISTRITO,GUANAJUATO,2022,22,0,2,1,0,3,0,2022-22,0
DISTRITO,IRAPUATO,2022,22,6,0,1,0,7,0,2022-22,2
DISTRITO,CERRO GORDO,2022,22,3,1,7,0,6,1,2022-22,1
DISTRITO,DELTA,2022,22,2,1,1,1,8,1,2022-22,2
DISTRITO,MORELIA,2022,22,2,0,0,0,4,0,2022-22,0
DISTRITO,PUERTO VALLARTA,2022,22,0,0,2,0,7,0,2022-22,0
DISTRITO,QUERETARO CORREGIDORA,2022,22,0,1,1,0,4,0,2022-22,0
DISTRITO,QUERETARO SANTIAGO,2022,22,2,1,0,0,3,1,2022-22,0
DISTRITO,ACAPULCO,2022,22,0,0,1,0,5,0,2022-22,0
DISTRITO,CANCUN,2022,22,2,1,5,1,12,0,2022-22,2
DISTRITO,COATZA / MINA,2022,22,4,1,3,0,3,0,2022-22,0
DISTRITO,CORDOBA / ORIZABA,2022,22,2,3,5,0,2,0,2022-22,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,22,3,0,0,0,6,0,2022-22,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,22,0,2,2,0,2,0,2022-22,0
DISTRITO,MERIDA NORTE,2022,22,1,0,3,0,5,0,2022-22,0
DISTRITO,MERIDA SUR,2022,22,3,1,1,1,6,1,2022-22,0
DISTRITO,PACHUCA,2022,22,2,3,0,0,7,0,2022-22,0
DISTRITO,POZA RICA,2022,22,1,2,0,0,3,0,2022-22,0
DISTRITO,PUE ANGELOPOLIS,2022,22,1,4,3,0,7,0,2022-22,0
DISTRITO,PUE LA NORIA,2022,22,4,1,0,0,7,0,2022-22,1
DISTRITO,PUE LORETO,2022,22,1,5,0,0,3,0,2022-22,0
DISTRITO,TUXTLA,2022,22,0,1,1,0,7,0,2022-22,0
DISTRITO,VERACRUZ,2022,22,4,0,6,0,9,2,2022-22,0
DISTRITO,VILLAHERMOSA,2022,22,4,0,1,0,4,0,2022-22,0
DISTRITO,XALAPA,2022,22,1,2,3,1,5,0,2022-22,0
DISTRITO,AEROPUERTO,2022,23,0,0,1,0,9,0,2022-23,1
DISTRITO,ARAGON,2022,23,3,1,8,1,8,0,2022-23,1
DISTRITO,AZCAPOTZALCO,2022,23,1,4,0,0,7,0,2022-23,0
DISTRITO,CENTRO HISTORICO,2022,23,1,1,2,0,8,0,2022-23,0
DISTRITO,CHALCO,2022,23,3,2,4,0,7,0,2022-23,0
DISTRITO,COACALCO,2022,23,1,6,0,0,12,1,2022-23,3
DISTRITO,CONDESA,2022,23,0,2,0,2,11,0,2022-23,1
DISTRITO,CONSTITUCION,2022,23,2,3,3,0,8,1,2022-23,1
DISTRITO,ECATEPEC,2022,23,5,1,2,0,17,0,2022-23,0
DISTRITO,GUADALUPE TEPEYAC,2022,23,3,1,0,0,1,2,2022-23,1
DISTRITO,IZTAPALAPA,2022,23,4,0,3,0,8,0,2022-23,0
DISTRITO,LAS AGUILAS,2022,23,0,0,4,2,6,0,2022-23,0
DISTRITO,LOS REYES,2022,23,3,1,1,0,4,0,2022-23,0
DISTRITO,NAUCALPAN,2022,23,1,3,1,1,3,1,2022-23,0
DISTRITO,NEZA 1,2022,23,1,5,3,0,8,0,2022-23,0
DISTRITO,NEZA 2,2022,23,4,3,0,0,5,0,2022-23,1
DISTRITO,NICOLAS ROMERO,2022,23,1,4,2,0,2,0,2022-23,0
DISTRITO,OJO DE AGUA,2022,23,0,0,0,0,6,0,2022-23,0
DISTRITO,PEDREGAL,2022,23,1,1,1,0,9,0,2022-23,0
DISTRITO,POLANCO,2022,23,1,0,1,0,8,1,2022-23,1
DISTRITO,PORTALES,2022,23,2,0,0,0,9,0,2022-23,0
DISTRITO,SANTA FE,2022,23,1,0,0,1,6,0,2022-23,0
DISTRITO,SATELITE,2022,23,2,1,1,0,4,0,2022-23,1
DISTRITO,TECAMAC,2022,23,1,0,2,1,8,1,2022-23,0
DISTRITO,TEXCOCO,2022,23,2,0,0,0,8,0,2022-23,2
DISTRITO,TLALNEPANTLA,2022,23,1,0,0,0,8,0,2022-23,0
DISTRITO,TLALPAN,2022,23,1,0,2,0,11,0,2022-23,0
DISTRITO,TULTEPEC,2022,23,0,0,0,0,13,0,2022-23,0
DISTRITO,TULTITLAN,2022,23,5,2,0,0,5,1,2022-23,0
DISTRITO,XOCHIMILCO,2022,23,0,0,0,0,3,0,2022-23,0
DISTRITO,TOL LERMA SAN MATEO,2022,23,3,3,6,0,12,0,2022-23,0
